"Area","Year","Month","TM"
"V",1885,"04",4.2
"V",1885,"05",4.9
"V",1885,"06",12.4
"V",1885,"07",12.7
"V",1885,"08",11.4
"V",1885,"09",9.2
"V",1885,"10",3.6
"V",1885,"11",-0.1
"V",1885,"12",-5
"V",1886,"01",-6.1
"V",1886,"02",-6.5
"V",1886,"03",-2.8
"V",1886,"04",3.8
"V",1886,"05",7.3
"V",1886,"06",8.6
"V",1886,"07",12.8
"V",1886,"08",12.1
"V",1886,"09",11.7
"V",1886,"10",6.3
"V",1886,"11",1
"V",1886,"12",-3.2
"V",1887,"01",-7.3
"V",1887,"02",-5.7
"V",1887,"03",-2.6
"V",1887,"04",2.4
"V",1887,"05",4.4
"V",1887,"06",11.2
"V",1887,"07",14.6
"V",1887,"08",11.8
"V",1887,"09",9.2
"V",1887,"10",0.6
"V",1887,"11",-0.4
"V",1887,"12",-5.5
"V",1888,"01",-6.9
"V",1888,"02",-5.2
"V",1888,"03",-2.7
"V",1888,"04",0.7
"V",1888,"05",7.8
"V",1888,"06",11.3
"V",1888,"07",9.8
"V",1888,"08",10.9
"V",1888,"09",9.2
"V",1888,"10",2
"V",1888,"11",0.3
"V",1888,"12",-2.4
"V",1889,"01",-6.5
"V",1889,"02",-7.1
"V",1889,"03",-4.5
"V",1889,"04",0.7
"V",1889,"05",8.8
"V",1889,"06",12
"V",1889,"07",11.6
"V",1889,"08",10.8
"V",1889,"09",7.2
"V",1889,"10",5
"V",1889,"11",0
"V",1889,"12",-6.1
"V",1890,"01",-1.3
"V",1890,"02",-6.9
"V",1890,"03",-1.2
"V",1890,"04",1.8
"V",1890,"05",8.3
"V",1890,"06",9
"V",1890,"07",10.8
"V",1890,"08",11.7
"V",1890,"09",8.4
"V",1890,"10",2.2
"V",1890,"11",-2.1
"V",1890,"12",-8.6
"V",1891,"01",-10.4
"V",1891,"02",-5.7
"V",1891,"03",-1.6
"V",1891,"04",-0.1
"V",1891,"05",7.6
"V",1891,"06",10.6
"V",1891,"07",11.2
"V",1891,"08",10.6
"V",1891,"09",9.8
"V",1891,"10",6.9
"V",1891,"11",-1.3
"V",1891,"12",-3
"V",1892,"01",-5.3
"V",1892,"02",-2.5
"V",1892,"03",-3.1
"V",1892,"04",2.6
"V",1892,"05",7.3
"V",1892,"06",10.3
"V",1892,"07",11.5
"V",1892,"08",13.7
"V",1892,"09",10.8
"V",1892,"10",4.8
"V",1892,"11",0.7
"V",1892,"12",-5.4
"V",1893,"01",-10
"V",1893,"02",-3.1
"V",1893,"03",-0.8
"V",1893,"04",4.6
"V",1893,"05",6.4
"V",1893,"06",10.3
"V",1893,"07",12.6
"V",1893,"08",12.8
"V",1893,"09",9.3
"V",1893,"10",6.6
"V",1893,"11",-1.3
"V",1893,"12",-4.4
"V",1894,"01",-5.5
"V",1894,"02",-4.4
"V",1894,"03",-0.9
"V",1894,"04",4.4
"V",1894,"05",6.6
"V",1894,"06",9.5
"V",1894,"07",13.1
"V",1894,"08",11.6
"V",1894,"09",7.5
"V",1894,"10",4.5
"V",1894,"11",0.5
"V",1894,"12",-5.6
"V",1895,"01",-7.7
"V",1895,"02",-10.2
"V",1895,"03",-2
"V",1895,"04",3.6
"V",1895,"05",6.3
"V",1895,"06",10.2
"V",1895,"07",13.3
"V",1895,"08",11.7
"V",1895,"09",11.8
"V",1895,"10",4.5
"V",1895,"11",2.2
"V",1895,"12",-3
"V",1896,"01",-5.5
"V",1896,"02",-5.1
"V",1896,"03",0.4
"V",1896,"04",-0.2
"V",1896,"05",5.1
"V",1896,"06",10.7
"V",1896,"07",12.7
"V",1896,"08",9.2
"V",1896,"09",8.4
"V",1896,"10",5.8
"V",1896,"11",-1.6
"V",1896,"12",-2.4
"V",1897,"01",-4.1
"V",1897,"02",-0.6
"V",1897,"03",0.6
"V",1897,"04",2.7
"V",1897,"05",4.5
"V",1897,"06",11.7
"V",1897,"07",12.3
"V",1897,"08",12.1
"V",1897,"09",8.6
"V",1897,"10",3.8
"V",1897,"11",0.5
"V",1897,"12",-3.3
"V",1898,"01",-0.5
"V",1898,"02",-4.2
"V",1898,"03",-1.7
"V",1898,"04",3.5
"V",1898,"05",7
"V",1898,"06",9.4
"V",1898,"07",10.7
"V",1898,"08",13.8
"V",1898,"09",10.6
"V",1898,"10",6.9
"V",1898,"11",2.7
"V",1898,"12",-2.8
"V",1899,"01",-1.9
"V",1899,"02",-1.8
"V",1899,"03",-0.4
"V",1899,"04",2.3
"V",1899,"05",6.1
"V",1899,"06",9.8
"V",1899,"07",11.8
"V",1899,"08",12.5
"V",1899,"09",8.3
"V",1899,"10",5.4
"V",1899,"11",1.7
"V",1899,"12",-6
"V",1900,"01",-2.2
"V",1900,"02",-0.7
"V",1900,"03",-3.8
"V",1900,"04",1.5
"V",1900,"05",6.3
"V",1900,"06",11.2
"V",1900,"07",13.7
"V",1900,"08",11.2
"V",1900,"09",11.1
"V",1900,"10",5.4
"V",1900,"11",1.4
"V",1900,"12",-1.4
"V",1901,"01",-5.5
"V",1901,"02",-8.5
"V",1901,"03",-2.2
"V",1901,"04",3.1
"V",1901,"05",7
"V",1901,"06",11
"V",1901,"07",12
"V",1901,"08",10.9
"V",1901,"09",10.3
"V",1901,"10",5
"V",1901,"11",-1.7
"V",1901,"12",-2
"V",1902,"01",-2.7
"V",1902,"02",-3
"V",1902,"03",-0.9
"V",1902,"04",5.1
"V",1902,"05",3.3
"V",1902,"06",9
"V",1902,"07",13.1
"V",1902,"08",12
"V",1902,"09",9.2
"V",1902,"10",4.1
"V",1902,"11",-0.2
"V",1902,"12",-3.5
"V",1903,"01",-4.7
"V",1903,"02",-1.6
"V",1903,"03",0.6
"V",1903,"04",-0.5
"V",1903,"05",7.4
"V",1903,"06",9.4
"V",1903,"07",11.4
"V",1903,"08",12.8
"V",1903,"09",9.5
"V",1903,"10",5.9
"V",1903,"11",-0.4
"V",1903,"12",-4.3
"V",1904,"01",-4.4
"V",1904,"02",-3
"V",1904,"03",-0.3
"V",1904,"04",4.3
"V",1904,"05",8.1
"V",1904,"06",11.3
"V",1904,"07",14.5
"V",1904,"08",12.3
"V",1904,"09",7.1
"V",1904,"10",4.7
"V",1904,"11",-1.4
"V",1904,"12",-3
"V",1905,"01",-6.8
"V",1905,"02",-4.6
"V",1905,"03",-0.3
"V",1905,"04",2.1
"V",1905,"05",6.2
"V",1905,"06",11.3
"V",1905,"07",14.8
"V",1905,"08",12.1
"V",1905,"09",10.2
"V",1905,"10",-0.5
"V",1905,"11",0.4
"V",1905,"12",-3.2
"V",1906,"01",-4.2
"V",1906,"02",-5
"V",1906,"03",-2.6
"V",1906,"04",2.2
"V",1906,"05",7
"V",1906,"06",9.1
"V",1906,"07",12.6
"V",1906,"08",12.8
"V",1906,"09",7.9
"V",1906,"10",7.6
"V",1906,"11",1.7
"V",1906,"12",-6.1
"V",1907,"01",-5.3
"V",1907,"02",-7.3
"V",1907,"03",-3.8
"V",1907,"04",0.7
"V",1907,"05",8.3
"V",1907,"06",10.5
"V",1907,"07",10.8
"V",1907,"08",12.9
"V",1907,"09",10.7
"V",1907,"10",8
"V",1907,"11",1.2
"V",1907,"12",-2.5
"V",1908,"01",-6.1
"V",1908,"02",-4.5
"V",1908,"03",-2
"V",1908,"04",0
"V",1908,"05",8.9
"V",1908,"06",12
"V",1908,"07",11.9
"V",1908,"08",10.1
"V",1908,"09",8.2
"V",1908,"10",5.5
"V",1908,"11",-2
"V",1908,"12",-3.4
"V",1909,"01",-7.6
"V",1909,"02",-6.3
"V",1909,"03",-2.2
"V",1909,"04",3.9
"V",1909,"05",6.2
"V",1909,"06",8.8
"V",1909,"07",10.4
"V",1909,"08",11.5
"V",1909,"09",8.9
"V",1909,"10",7
"V",1909,"11",-2.2
"V",1909,"12",-1.3
"V",1910,"01",-3.6
"V",1910,"02",-2.9
"V",1910,"03",-0.7
"V",1910,"04",2.3
"V",1910,"05",5.6
"V",1910,"06",10.8
"V",1910,"07",10.4
"V",1910,"08",11.2
"V",1910,"09",6.6
"V",1910,"10",6.3
"V",1910,"11",-2
"V",1910,"12",-0.3
"V",1911,"01",-7.2
"V",1911,"02",-4.8
"V",1911,"03",-0.1
"V",1911,"04",1.9
"V",1911,"05",7
"V",1911,"06",9.6
"V",1911,"07",14.9
"V",1911,"08",14.5
"V",1911,"09",10.8
"V",1911,"10",6
"V",1911,"11",2.1
"V",1911,"12",-0.7
"V",1912,"01",-2.7
"V",1912,"02",0.2
"V",1912,"03",1.1
"V",1912,"04",1.2
"V",1912,"05",7.6
"V",1912,"06",10.7
"V",1912,"07",11.9
"V",1912,"08",9.4
"V",1912,"09",3.9
"V",1912,"10",3.5
"V",1912,"11",-3.3
"V",1912,"12",-1.8
"V",1913,"01",-3.6
"V",1913,"02",-4.9
"V",1913,"03",1.5
"V",1913,"04",2.8
"V",1913,"05",7.1
"V",1913,"06",9.5
"V",1913,"07",9
"V",1913,"08",10.3
"V",1913,"09",8.8
"V",1913,"10",7.5
"V",1913,"11",2.1
"V",1913,"12",-3
"V",1914,"01",-8.4
"V",1914,"02",-0.7
"V",1914,"03",0.1
"V",1914,"04",4.6
"V",1914,"05",5.7
"V",1914,"06",8.7
"V",1914,"07",11.1
"V",1914,"08",12.7
"V",1914,"09",8.6
"V",1914,"10",4.8
"V",1914,"11",-0.6
"V",1914,"12",-0.4
"V",1915,"01",-5
"V",1915,"02",-3.7
"V",1915,"03",-1.9
"V",1915,"04",2.1
"V",1915,"05",9.4
"V",1915,"06",12.3
"V",1915,"07",11.7
"V",1915,"08",10.3
"V",1915,"09",7.8
"V",1915,"10",2.1
"V",1915,"11",-2.9
"V",1915,"12",1.2
"V",1916,"01",-1.4
"V",1916,"02",-2.2
"V",1916,"03",0.6
"V",1916,"04",3.1
"V",1916,"05",8.2
"V",1916,"06",8.2
"V",1916,"07",11.5
"V",1916,"08",11.2
"V",1916,"09",7.1
"V",1916,"10",4.8
"V",1916,"11",0.8
"V",1916,"12",-1.6
"V",1917,"01",-6.5
"V",1917,"02",-5.3
"V",1917,"03",-2.4
"V",1917,"04",-0.8
"V",1917,"05",10.3
"V",1917,"06",12.7
"V",1917,"07",12.3
"V",1917,"08",11.9
"V",1917,"09",11.7
"V",1917,"10",3.4
"V",1917,"11",-0.9
"V",1917,"12",-6.7
"V",1918,"01",-2.6
"V",1918,"02",-2.8
"V",1918,"03",-0.1
"V",1918,"04",3.6
"V",1918,"05",8.2
"V",1918,"06",7.5
"V",1918,"07",11.9
"V",1918,"08",11.3
"V",1918,"09",10.3
"V",1918,"10",3.2
"V",1918,"11",-0.3
"V",1918,"12",-1.2
"V",1919,"01",-4.2
"V",1919,"02",-4.1
"V",1919,"03",-0.8
"V",1919,"04",0.2
"V",1919,"05",5.7
"V",1919,"06",9.8
"V",1919,"07",9.1
"V",1919,"08",13
"V",1919,"09",11.1
"V",1919,"10",1.8
"V",1919,"11",-2.5
"V",1919,"12",-3.5
"V",1920,"01",-1.5
"V",1920,"02",-1.7
"V",1920,"03",1.6
"V",1920,"04",4
"V",1920,"05",10
"V",1920,"06",9.7
"V",1920,"07",12.8
"V",1920,"08",10.4
"V",1920,"09",9.6
"V",1920,"10",5.5
"V",1920,"11",0.8
"V",1920,"12",-2.9
"V",1921,"01",-0.9
"V",1921,"02",-4
"V",1921,"03",1.4
"V",1921,"04",1.4
"V",1921,"05",8.9
"V",1921,"06",9.4
"V",1921,"07",14.3
"V",1921,"08",12.7
"V",1921,"09",10.7
"V",1921,"10",8
"V",1921,"11",-3
"V",1921,"12",-2.8
"V",1922,"01",-5.6
"V",1922,"02",-4.5
"V",1922,"03",0.1
"V",1922,"04",1.5
"V",1922,"05",8.6
"V",1922,"06",11
"V",1922,"07",11.7
"V",1922,"08",12.3
"V",1922,"09",7.6
"V",1922,"10",2.9
"V",1922,"11",-2.5
"V",1922,"12",-3
"V",1923,"01",-4.2
"V",1923,"02",-1.8
"V",1923,"03",0.4
"V",1923,"04",3.1
"V",1923,"05",7.9
"V",1923,"06",6.7
"V",1923,"07",14.5
"V",1923,"08",13.2
"V",1923,"09",9
"V",1923,"10",7.4
"V",1923,"11",0.7
"V",1923,"12",-4.3
"V",1924,"01",-6
"V",1924,"02",-6.7
"V",1924,"03",-1.4
"V",1924,"04",2.9
"V",1924,"05",8.9
"V",1924,"06",10.1
"V",1924,"07",12.4
"V",1924,"08",9.2
"V",1924,"09",10.3
"V",1924,"10",5.8
"V",1924,"11",0.3
"V",1924,"12",-1.5
"V",1925,"01",-2.3
"V",1925,"02",-1.4
"V",1925,"03",-3.5
"V",1925,"04",3
"V",1925,"05",7.8
"V",1925,"06",10.5
"V",1925,"07",12.2
"V",1925,"08",11.2
"V",1925,"09",7.2
"V",1925,"10",5.8
"V",1925,"11",-1.2
"V",1925,"12",-4.5
"V",1926,"01",-3.8
"V",1926,"02",1.7
"V",1926,"03",-0.5
"V",1926,"04",4.7
"V",1926,"05",5.8
"V",1926,"06",7.7
"V",1926,"07",11.6
"V",1926,"08",11.5
"V",1926,"09",11.3
"V",1926,"10",5.7
"V",1926,"11",4.4
"V",1926,"12",-4.4
"V",1927,"01",-3.7
"V",1927,"02",-4.5
"V",1927,"03",0.7
"V",1927,"04",2.8
"V",1927,"05",8
"V",1927,"06",11
"V",1927,"07",12.5
"V",1927,"08",11.8
"V",1927,"09",9.7
"V",1927,"10",4.6
"V",1927,"11",1.2
"V",1927,"12",-3.6
"V",1928,"01",-2.5
"V",1928,"02",-2.1
"V",1928,"03",0.5
"V",1928,"04",3.6
"V",1928,"05",5
"V",1928,"06",10.4
"V",1928,"07",15.7
"V",1928,"08",13.2
"V",1928,"09",9
"V",1928,"10",5.8
"V",1928,"11",1.3
"V",1928,"12",-5.4
"V",1929,"01",-9.1
"V",1929,"02",-9.9
"V",1929,"03",-0.6
"V",1929,"04",0.6
"V",1929,"05",7.9
"V",1929,"06",11.1
"V",1929,"07",13.8
"V",1929,"08",12.6
"V",1929,"09",11.6
"V",1929,"10",6.2
"V",1929,"11",1.4
"V",1929,"12",-1.1
"V",1930,"01",-0.4
"V",1930,"02",-3.9
"V",1930,"03",1.1
"V",1930,"04",3.8
"V",1930,"05",6.1
"V",1930,"06",13.6
"V",1930,"07",11.6
"V",1930,"08",11.6
"V",1930,"09",9.6
"V",1930,"10",4.8
"V",1930,"11",2.4
"V",1930,"12",-3.6
"V",1931,"01",-4.5
"V",1931,"02",-6
"V",1931,"03",-3.2
"V",1931,"04",1.6
"V",1931,"05",9.9
"V",1931,"06",12.5
"V",1931,"07",11.9
"V",1931,"08",10.5
"V",1931,"09",5.2
"V",1931,"10",4.2
"V",1931,"11",2.4
"V",1931,"12",-4.9
"V",1932,"01",-2.1
"V",1932,"02",-8
"V",1932,"03",-2.5
"V",1932,"04",1.7
"V",1932,"05",7.1
"V",1932,"06",9.5
"V",1932,"07",12.3
"V",1932,"08",14.7
"V",1932,"09",13.2
"V",1932,"10",4.9
"V",1932,"11",1
"V",1932,"12",-0.4
"V",1933,"01",-6.2
"V",1933,"02",-4.5
"V",1933,"03",0.6
"V",1933,"04",2.4
"V",1933,"05",5.2
"V",1933,"06",7.8
"V",1933,"07",13.2
"V",1933,"08",12.7
"V",1933,"09",9.9
"V",1933,"10",5.6
"V",1933,"11",-0.1
"V",1933,"12",-7
"V",1934,"01",-4.6
"V",1934,"02",-4.5
"V",1934,"03",-0.3
"V",1934,"04",5.8
"V",1934,"05",8.3
"V",1934,"06",10.5
"V",1934,"07",13.4
"V",1934,"08",11.2
"V",1934,"09",10.9
"V",1934,"10",4.8
"V",1934,"11",0
"V",1934,"12",0.7
"V",1935,"01",-7.3
"V",1935,"02",-3.3
"V",1935,"03",-2.5
"V",1935,"04",1.5
"V",1935,"05",5.7
"V",1935,"06",12.7
"V",1935,"07",13.3
"V",1935,"08",11.5
"V",1935,"09",10
"V",1935,"10",5.4
"V",1935,"11",1.4
"V",1935,"12",-3.7
"V",1936,"01",-0.2
"V",1936,"02",-3.1
"V",1936,"03",1.7
"V",1936,"04",2.6
"V",1936,"05",7.3
"V",1936,"06",10
"V",1936,"07",12
"V",1936,"08",11.6
"V",1936,"09",9.5
"V",1936,"10",1
"V",1936,"11",0.3
"V",1936,"12",-2.9
"V",1937,"01",-2.6
"V",1937,"02",-1.8
"V",1937,"03",-1.5
"V",1937,"04",2.3
"V",1937,"05",9.2
"V",1937,"06",11.7
"V",1937,"07",12.6
"V",1937,"08",11.5
"V",1937,"09",8.8
"V",1937,"10",6.2
"V",1937,"11",-0.9
"V",1937,"12",-5.4
"V",1938,"01",-5.1
"V",1938,"02",-4.6
"V",1938,"03",1
"V",1938,"04",-1
"V",1938,"05",5.8
"V",1938,"06",12
"V",1938,"07",12.1
"V",1938,"08",11.6
"V",1938,"09",9.7
"V",1938,"10",5.7
"V",1938,"11",2.7
"V",1938,"12",-4.3
"V",1939,"01",-1.5
"V",1939,"02",-1.4
"V",1939,"03",-3.9
"V",1939,"04",4.7
"V",1939,"05",4.9
"V",1939,"06",11
"V",1939,"07",12.1
"V",1939,"08",12.5
"V",1939,"09",8.3
"V",1939,"10",4
"V",1939,"11",2
"V",1939,"12",-4.5
"V",1940,"01",-8
"V",1940,"02",-3.4
"V",1940,"03",-0.8
"V",1940,"04",3.3
"V",1940,"05",7
"V",1940,"06",9.8
"V",1940,"07",11.1
"V",1940,"08",10.4
"V",1940,"09",9.5
"V",1940,"10",5.3
"V",1940,"11",1.4
"V",1940,"12",-9
"V",1941,"01",-6
"V",1941,"02",-2.8
"V",1941,"03",0.2
"V",1941,"04",1.2
"V",1941,"05",4.5
"V",1941,"06",11.2
"V",1941,"07",13.3
"V",1941,"08",11
"V",1941,"09",8.4
"V",1941,"10",3.7
"V",1941,"11",-0.6
"V",1941,"12",-4
"V",1942,"01",-9
"V",1942,"02",-6.9
"V",1942,"03",2.1
"V",1942,"04",3
"V",1942,"05",7.5
"V",1942,"06",10.7
"V",1942,"07",12.2
"V",1942,"08",12.6
"V",1942,"09",11.9
"V",1942,"10",8.6
"V",1942,"11",-2.1
"V",1942,"12",-1.4
"V",1943,"01",-3.2
"V",1943,"02",-2.1
"V",1943,"03",1.9
"V",1943,"04",3.7
"V",1943,"05",8.1
"V",1943,"06",9.3
"V",1943,"07",12.6
"V",1943,"08",14.3
"V",1943,"09",10.7
"V",1943,"10",7.7
"V",1943,"11",-1.6
"V",1943,"12",-2.7
"V",1944,"01",-2.9
"V",1944,"02",-6.6
"V",1944,"03",-5.2
"V",1944,"04",3.8
"V",1944,"05",6.8
"V",1944,"06",9.2
"V",1944,"07",12.2
"V",1944,"08",15
"V",1944,"09",9.2
"V",1944,"10",4.7
"V",1944,"11",-1.8
"V",1944,"12",-5
"V",1945,"01",-9.5
"V",1945,"02",-1.5
"V",1945,"03",-0.4
"V",1945,"04",3.9
"V",1945,"05",8.9
"V",1945,"06",12.3
"V",1945,"07",14.2
"V",1945,"08",12
"V",1945,"09",9.9
"V",1945,"10",5.2
"V",1945,"11",-0.9
"V",1945,"12",-2.9
"V",1946,"01",-4.7
"V",1946,"02",-2.1
"V",1946,"03",1.1
"V",1946,"04",6.1
"V",1946,"05",9.5
"V",1946,"06",10.3
"V",1946,"07",13.8
"V",1946,"08",12.7
"V",1946,"09",11.4
"V",1946,"10",4.6
"V",1946,"11",0.2
"V",1946,"12",-5.3
"V",1947,"01",-8.1
"V",1947,"02",-4.4
"V",1947,"03",1.3
"V",1947,"04",5.8
"V",1947,"05",10
"V",1947,"06",12.6
"V",1947,"07",14.5
"V",1947,"08",14.5
"V",1947,"09",12.7
"V",1947,"10",6.3
"V",1947,"11",2.4
"V",1947,"12",-3.9
"V",1948,"01",-0.1
"V",1948,"02",-3.6
"V",1948,"03",2.4
"V",1948,"04",3.9
"V",1948,"05",9.2
"V",1948,"06",10
"V",1948,"07",10.6
"V",1948,"08",12.4
"V",1948,"09",10.1
"V",1948,"10",6.3
"V",1948,"11",1.9
"V",1948,"12",-2.4
"V",1949,"01",-2.7
"V",1949,"02",-3.1
"V",1949,"03",-3
"V",1949,"04",6.2
"V",1949,"05",6.9
"V",1949,"06",10.4
"V",1949,"07",13.3
"V",1949,"08",12.7
"V",1949,"09",12.6
"V",1949,"10",7.9
"V",1949,"11",-0.1
"V",1949,"12",-1.4
"V",1950,"01",-4.3
"V",1950,"02",-0.7
"V",1950,"03",0.2
"V",1950,"04",1.5
"V",1950,"05",9.4
"V",1950,"06",13.3
"V",1950,"07",14.9
"V",1950,"08",13.2
"V",1950,"09",9.3
"V",1950,"10",5.2
"V",1950,"11",0.8
"V",1950,"12",-5.3
"V",1951,"01",-2.7
"V",1951,"02",-2.4
"V",1951,"03",-2
"V",1951,"04",2.3
"V",1951,"05",7.1
"V",1951,"06",10.4
"V",1951,"07",13.6
"V",1951,"08",13.1
"V",1951,"09",11.2
"V",1951,"10",4.8
"V",1951,"11",3.3
"V",1951,"12",-1.3
"V",1952,"01",-5.7
"V",1952,"02",-5.7
"V",1952,"03",-0.1
"V",1952,"04",5.8
"V",1952,"05",7.8
"V",1952,"06",12.2
"V",1952,"07",15.5
"V",1952,"08",13.9
"V",1952,"09",6.7
"V",1952,"10",4.3
"V",1952,"11",-2.3
"V",1952,"12",-4
"V",1953,"01",-7.2
"V",1953,"02",-5.5
"V",1953,"03",0.1
"V",1953,"04",4.3
"V",1953,"05",8.1
"V",1953,"06",9.8
"V",1953,"07",13.3
"V",1953,"08",12.5
"V",1953,"09",10.8
"V",1953,"10",7.7
"V",1953,"11",1.3
"V",1953,"12",-0.6
"V",1954,"01",-7.2
"V",1954,"02",-5.3
"V",1954,"03",0.5
"V",1954,"04",1.2
"V",1954,"05",5.8
"V",1954,"06",10.9
"V",1954,"07",10.2
"V",1954,"08",11.3
"V",1954,"09",10
"V",1954,"10",5.4
"V",1954,"11",0.8
"V",1954,"12",-1.6
"V",1955,"01",-2.5
"V",1955,"02",-4.4
"V",1955,"03",-3
"V",1955,"04",2.2
"V",1955,"05",6.1
"V",1955,"06",10.6
"V",1955,"07",12.4
"V",1955,"08",11.3
"V",1955,"09",9
"V",1955,"10",4.2
"V",1955,"11",-0.6
"V",1955,"12",-0.2
"V",1956,"01",-2.8
"V",1956,"02",-13.3
"V",1956,"03",-0.9
"V",1956,"04",1.4
"V",1956,"05",7.6
"V",1956,"06",7.9
"V",1956,"07",12.7
"V",1956,"08",11.6
"V",1956,"09",11.4
"V",1956,"10",3.8
"V",1956,"11",-2.2
"V",1956,"12",-3.4
"V",1957,"01",-4.3
"V",1957,"02",-0.3
"V",1957,"03",3
"V",1957,"04",2.8
"V",1957,"05",4.4
"V",1957,"06",11.5
"V",1957,"07",12.5
"V",1957,"08",11
"V",1957,"09",8.6
"V",1957,"10",6
"V",1957,"11",1.1
"V",1957,"12",-2.7
"V",1958,"01",-4.9
"V",1958,"02",-1.1
"V",1958,"03",-4.6
"V",1958,"04",0.6
"V",1958,"05",10.2
"V",1958,"06",10
"V",1958,"07",13.3
"V",1958,"08",13.3
"V",1958,"09",11.2
"V",1958,"10",4.9
"V",1958,"11",0.4
"V",1958,"12",-1.7
"V",1959,"01",-4.6
"V",1959,"02",-1.3
"V",1959,"03",2.5
"V",1959,"04",4.3
"V",1959,"05",7.5
"V",1959,"06",10.6
"V",1959,"07",14.2
"V",1959,"08",11.6
"V",1959,"09",10.2
"V",1959,"10",5.5
"V",1959,"11",-0.2
"V",1959,"12",-1.7
"V",1960,"01",-4.7
"V",1960,"02",-1.7
"V",1960,"03",0.5
"V",1960,"04",2.4
"V",1960,"05",8.1
"V",1960,"06",11.4
"V",1960,"07",10.8
"V",1960,"08",11.8
"V",1960,"09",8.1
"V",1960,"10",5.2
"V",1960,"11",1.5
"V",1960,"12",-3.2
"V",1961,"01",-4.3
"V",1961,"02",-0.7
"V",1961,"03",0.7
"V",1961,"04",6.3
"V",1961,"05",5.6
"V",1961,"06",11.8
"V",1961,"07",11.6
"V",1961,"08",12.4
"V",1961,"09",13.3
"V",1961,"10",6.8
"V",1961,"11",0.8
"V",1961,"12",-2.5
"V",1962,"01",-2.9
"V",1962,"02",-4.9
"V",1962,"03",-3.9
"V",1962,"04",2.8
"V",1962,"05",5.3
"V",1962,"06",9.4
"V",1962,"07",12
"V",1962,"08",13.8
"V",1962,"09",9.5
"V",1962,"10",6
"V",1962,"11",-1.2
"V",1962,"12",-6.5
"V",1963,"01",-9.6
"V",1963,"02",-7.8
"V",1963,"03",-1.4
"V",1963,"04",4.2
"V",1963,"05",6.6
"V",1963,"06",10.9
"V",1963,"07",13.7
"V",1963,"08",11.8
"V",1963,"09",10.4
"V",1963,"10",5.4
"V",1963,"11",3.6
"V",1963,"12",-5.2
"V",1964,"01",-4.9
"V",1964,"02",-2.1
"V",1964,"03",-1.3
"V",1964,"04",4.2
"V",1964,"05",9
"V",1964,"06",12.4
"V",1964,"07",13.9
"V",1964,"08",11.7
"V",1964,"09",9.8
"V",1964,"10",3.3
"V",1964,"11",1.2
"V",1964,"12",-3.7
"V",1965,"01",-2.9
"V",1965,"02",-7.8
"V",1965,"03",-1
"V",1965,"04",1.5
"V",1965,"05",6
"V",1965,"06",11.1
"V",1965,"07",11.4
"V",1965,"08",11.2
"V",1965,"09",8.2
"V",1965,"10",6
"V",1965,"11",0
"V",1965,"12",-2.2
"V",1966,"01",-6.3
"V",1966,"02",1.7
"V",1966,"03",-2
"V",1966,"04",4.9
"V",1966,"05",7.5
"V",1966,"06",11.8
"V",1966,"07",11
"V",1966,"08",10.6
"V",1966,"09",10.9
"V",1966,"10",8
"V",1966,"11",-2
"V",1966,"12",-3.6
"V",1967,"01",-4.5
"V",1967,"02",-2.2
"V",1967,"03",0.4
"V",1967,"04",1.6
"V",1967,"05",7.6
"V",1967,"06",9.8
"V",1967,"07",14.4
"V",1967,"08",12.5
"V",1967,"09",9.4
"V",1967,"10",8
"V",1967,"11",2
"V",1967,"12",-4.9
"V",1968,"01",-5.8
"V",1968,"02",-1.9
"V",1968,"03",-0.5
"V",1968,"04",4.7
"V",1968,"05",7.2
"V",1968,"06",10.7
"V",1968,"07",11.6
"V",1968,"08",10.9
"V",1968,"09",8.9
"V",1968,"10",7.2
"V",1968,"11",1
"V",1968,"12",-5.2
"V",1969,"01",-3
"V",1969,"02",-5.6
"V",1969,"03",-0.6
"V",1969,"04",2.5
"V",1969,"05",9.4
"V",1969,"06",9
"V",1969,"07",13.6
"V",1969,"08",11.1
"V",1969,"09",10.8
"V",1969,"10",7
"V",1969,"11",0.5
"V",1969,"12",-7.9
"V",1970,"01",-2.9
"V",1970,"02",-4.5
"V",1970,"03",-3.4
"V",1970,"04",0.4
"V",1970,"05",5.7
"V",1970,"06",12
"V",1970,"07",12.2
"V",1970,"08",12.3
"V",1970,"09",10.6
"V",1970,"10",5
"V",1970,"11",2.3
"V",1970,"12",-4.3
"V",1971,"01",-3.9
"V",1971,"02",-4.5
"V",1971,"03",-4.5
"V",1971,"04",5.4
"V",1971,"05",9
"V",1971,"06",9.2
"V",1971,"07",13.9
"V",1971,"08",14.2
"V",1971,"09",8.2
"V",1971,"10",6
"V",1971,"11",-0.6
"V",1971,"12",-1.5
"V",1972,"01",-3.8
"V",1972,"02",-0.1
"V",1972,"03",2.2
"V",1972,"04",2.5
"V",1972,"05",6.7
"V",1972,"06",10.1
"V",1972,"07",12.1
"V",1972,"08",11.9
"V",1972,"09",6.3
"V",1972,"10",3.6
"V",1972,"11",0.5
"V",1972,"12",-2.1
"V",1973,"01",-3.4
"V",1973,"02",-5.2
"V",1973,"03",-2.3
"V",1973,"04",0
"V",1973,"05",8.7
"V",1973,"06",11.7
"V",1973,"07",11.9
"V",1973,"08",14.5
"V",1973,"09",10.7
"V",1973,"10",4.3
"V",1973,"11",0.1
"V",1973,"12",-3
